Id,Sales
1,4220.231
2,7033.662
3,8507.706
4,5805.1772
5,6347.34
6,5255.2866
7,8025.7764
8,7912.065
9,4652.6567
10,5654.484
11,6520.431
12,7680.7603
13,6230.4697
14,7926.42
15,5303.5938
16,4467.9385
17,5486.6787
18,8892.358
19,10905.519
20,9294.122
21,7185.0146
22,5039.6587
23,5507.9097
24,4282.8154
25,7898.029
26,9631.93
27,8818.524
28,5563.9395
29,5088.223
30,4739.6514
31,5086.555
32,9845.534
33,6524.4946
34,4851.2856
35,4984.4424
36,6986.544
37,3829.6777
38,6686.1885
39,3924.772
40,5920.549
41,6966.043
42,5326.111
43,6445.6147
44,5861.294
45,4266.688
46,6401.3115
47,6452.2446
48,9495.604
49,5759.327
50,7937.51
51,6851.2646
52,9206.62
53,6606.87
54,8722.436
55,4517.995
56,4812.94
57,6037.0
58,5498.3174
59,8741.956
60,7641.842
61,5468.5615
62,6966.745
63,6203.301
64,8603.837
65,3913.928
66,11707.144
67,4835.075
68,6006.9453
69,7792.0386
70,5399.1924
71,6006.501
72,6441.6953
73,6911.5854
74,4703.5146
75,4695.714
76,7358.116
77,7156.23
78,6546.712
79,4325.7383
80,6881.18
81,9896.772
82,6196.89
83,4641.107
84,6130.4966
85,5555.808
86,6709.111
87,6497.119
88,3808.7937
89,7442.715
90,5770.68
91,7108.6777
92,6638.23
93,4510.2803
94,6314.1733
95,4867.5283
96,6934.4126
97,8766.941
98,4870.707
99,5236.7095
100,5738.913
101,5215.4243
102,5443.454
103,7807.546
104,6226.065
105,7107.8037
106,5549.767
107,4581.4556
108,6336.053
109,7683.526
110,7848.276
111,7692.494
112,7950.12
113,5338.186
114,8300.676
115,5737.3394
116,7353.599
117,8766.437
118,6545.6445
119,9708.776
120,7296.365
121,7136.714
122,5248.954
123,6567.578
124,7443.614
125,6303.2505
126,4070.3323
127,5416.1045
128,7750.7417
129,6982.043
130,4837.468
131,8485.371
132,6498.157
133,5455.7188
134,5367.039
135,5413.815
136,6971.7466
137,6856.4775
138,6656.7847
139,5238.1313
140,4884.203
141,6168.077
142,3555.2673
143,6203.686
144,4576.503
145,8589.46
146,7112.6113
147,6081.9062
148,7712.8047
149,5266.1636
150,4293.9814
151,9661.438
152,7032.36
153,7600.37
154,7376.4937
155,4761.1016
156,5592.259
157,5391.728
158,7348.1035
159,10556.563
160,5691.866
161,2862.6907
162,4952.3325
163,7436.9087
164,8553.999
165,5603.017
166,6763.078
167,4559.611
168,5277.5596
169,3215.4084
170,4850.5913
171,5752.159
172,6122.2114
173,7219.648
174,5880.6562
175,7308.222
176,8706.155
177,7214.529
178,4348.189
179,8901.186
180,10190.422
181,5847.951
182,7696.1357
183,4757.3154
184,6193.6445
185,4269.823
186,6619.2017
187,4811.761
188,8374.195
189,6936.501
190,8369.582
191,7975.9375
192,4964.289
193,7845.628
194,17811.307
195,9989.586
196,5741.4146
197,2703.625
198,5899.1973
199,9573.166
200,5529.824
201,10432.253
202,18144.432
203,3376.4216
204,5188.121
205,7708.678
206,4716.839
207,9052.706
208,6430.6167
209,6766.153
210,3556.4312
211,6873.3413
212,6184.397
213,7093.164
214,8516.756
215,5707.662
216,5255.9805
217,6310.606
218,5227.314
219,4315.5728
220,7178.4087
221,5501.527
222,5871.7456
223,6886.8525
224,6077.4526
225,5161.0312
226,7234.3647
227,6843.039
228,8016.57
229,5916.344
230,6405.9575
231,5306.1616
232,3348.3103
233,6027.4717
234,7084.307
235,4869.9873
236,4518.6606
237,9048.174
238,6803.4136
239,8249.291
240,6593.6157
241,5489.8535
242,5146.5386
243,4390.6016
244,9526.636
245,4746.566
246,7524.6245
247,13534.086
248,6778.8506
249,6315.118
250,4634.226
251,4453.2188
252,6972.0654
253,3791.5938
254,6246.37
255,9581.395
256,5254.1455
257,14254.652
258,12599.742
259,4615.575
260,6953.5645
261,5153.639
262,6373.0405
263,5228.126
264,10482.752
265,7137.182
266,7884.949
267,4454.272
268,6928.66
269,4319.698
270,8334.808
271,6577.4805
272,6312.2583
273,6217.6816
274,5038.4644
275,7703.341
276,8694.705
277,4996.1895
278,9905.847
279,6559.8003
280,8971.251
281,4622.9785
282,5364.141
283,4660.0596
284,9192.287
285,6022.599
286,7125.784
287,6555.5547
288,8255.408
289,4213.396
290,7719.371
291,6090.276
292,3729.637
293,12993.18
294,15853.27
295,6554.8223
296,7797.265
297,9168.789
298,9773.557
299,10201.999
300,6018.856
301,7349.68
302,5526.0967
303,7846.995
304,3959.8071
305,5530.292
306,5188.4414
307,5468.193
308,7467.461
309,4816.465
310,4501.7314
311,5844.444
312,3457.5815
313,4439.562
314,5209.662
315,6359.58
316,8572.092
317,7800.632
318,6611.845
319,5713.409
320,5934.946
321,10108.273
322,7989.3794
323,5370.7295
324,3996.1519
325,7849.0234
326,4306.835
327,6764.6313
328,3330.724
329,4920.9014
330,7369.403
331,5870.6255
332,4985.7993
333,7979.393
334,8844.083
335,10383.456
336,5810.8994
337,8831.539
338,3061.0923
339,5021.855
340,5874.3525
341,3907.9983
342,7017.183
343,5046.0635
344,5037.5605
345,8547.333
346,10807.659
347,7574.0317
348,5127.3125
349,5211.108
350,7765.5435
351,6411.5425
352,6292.0156
353,4587.3843
354,6553.388
355,9292.761
356,4479.1934
357,6169.8335
358,7693.9497
359,7820.5913
360,12667.295
361,5469.817
362,11797.596
363,6708.6035
364,5094.881
365,3752.0515
366,6095.994
367,5906.114
368,4923.7456
369,6621.1855
370,4221.334
371,4218.0684
372,6782.316
373,3556.9324
374,7374.922
375,6478.2524
376,7529.674
377,8000.1953
378,4952.1235
379,8598.697
380,6671.567
381,4616.5186
382,4584.563
383,5341.4805
384,10172.052
385,6355.128
386,4663.93
387,7585.2593
388,7915.5146
389,6973.108
390,6234.042
391,7953.739
392,5389.5186
393,5176.1304
394,5632.9746
395,7843.094
396,5919.452
397,5856.4614
398,5403.767
399,4832.856
400,3894.1216
401,4941.541
402,7800.9517
403,8109.289
404,10106.206
405,10101.053
406,7303.826
407,4546.644
408,4816.362
409,10001.429
410,9309.317
411,7300.636
412,7809.928
413,7987.424
414,5464.5376
415,3913.6514
416,9810.975
417,5392.896
418,6525.958
419,6256.333
420,3109.0938
421,10336.174
422,5471.632
423,5057.1597
424,4568.405
425,5648.918
426,6357.117
427,8316.11
428,5884.994
429,4222.2314
430,4744.4253
431,4189.0376
432,2860.629
433,6962.792
434,16378.809
435,5237.384
436,5137.692
437,6390.175
438,5071.6006
439,5307.448
440,4244.235
441,4417.211
442,6701.793
443,6848.395
444,4060.4233
445,8207.257
446,5606.644
447,4647.2393
448,8038.809
449,8129.02
450,9544.357
451,5488.979
452,6977.17
453,4542.233
454,5567.1147
455,13039.794
456,8073.236
457,6376.048
458,4888.3135
459,4702.345
460,5667.926
461,4574.75
462,9072.858
463,4850.15
464,5443.66
465,6415.3306
466,4573.57
467,6209.846
468,6602.848
469,8001.5386
470,6600.194
471,4078.866
472,5266.166
473,6426.191
474,9538.723
475,8276.412
476,6266.458
477,4397.5654
478,6755.5083
479,5643.656
480,4231.753
481,6805.531
482,7061.9277
483,6608.3047
484,5458.7407
485,6293.3257
486,7176.1636
487,5330.013
488,6516.1675
489,6073.4224
490,5849.0845
491,8157.567
492,5513.809
493,4851.8486
494,10263.724
495,5754.1274
496,3517.7815
497,8103.3687
498,8172.377
499,10101.497
500,4876.2764
501,5612.312
502,5940.2397
503,7352.9824
504,5880.4634
505,7389.7656
506,3169.2295
507,5703.0327
508,6224.0273
509,5734.953
510,4600.9517
511,6805.9536
512,8155.4517
513,4704.6025
514,7930.7695
515,6514.605
516,8284.976
517,4097.2886
518,6470.726
519,5707.2354
520,6761.7036
521,7999.9634
522,4341.7334
523,6730.3413
524,7491.065
525,7384.051
526,4465.5703
527,3425.6345
528,6662.039
529,6925.0776
530,8101.6523
531,6967.322
532,5517.941
533,7579.312
534,6553.5645
535,6864.342
536,7338.0747
537,5623.719
538,7721.5356
539,9947.066
540,8007.746
541,4722.6313
542,5283.9775
543,4156.3164
544,0.0
545,7855.7827
546,5397.5527
547,8183.2095
548,4151.4385
549,6610.923
550,6511.1396
551,9829.764
552,4227.423
553,5301.6387
554,5303.148
555,7696.7935
556,4973.5806
557,7021.5117
558,7111.4604
559,9037.897
560,6529.2373
561,6588.88
562,5325.7837
563,4518.5356
564,4729.6636
565,10302.395
566,8807.147
567,5934.023
568,13654.569
569,5846.441
570,5064.7905
571,6203.624
572,7804.304
573,9075.998
574,6208.0015
575,7276.536
576,7689.2754
577,7187.2397
578,5719.163
579,5593.8857
580,5634.6777
581,4442.7593
582,4029.7344
583,5306.843
584,8418.346
585,14876.289
586,6048.229
587,4746.984
588,7161.3154
589,3632.2715
590,5722.798
591,3612.14
592,7932.9473
593,5965.1094
594,6241.003
595,11456.433
596,10308.111
597,6483.9907
598,6504.146
599,3287.3616
600,5584.5
601,5489.7534
602,8073.0767
603,4841.394
604,3606.669
605,5830.0005
606,5351.0283
607,7481.592
608,5699.435
609,3329.7756
610,6746.673
611,7150.6074
612,7274.003
613,4624.497
614,4340.7344
615,7337.0884
616,3897.1833
617,9060.109
618,4984.9644
619,4767.6445
620,6582.802
621,6230.083
622,4027.4895
623,5910.0703
624,6570.281
625,8953.685
626,9067.266
627,5618.6675
628,3888.5298
629,5782.4746
630,7803.7617
631,4891.3706
632,6262.127
633,5968.089
634,11702.614
635,7671.123
636,5624.4946
637,6696.347
638,4334.0146
639,8525.041
640,5679.832
641,11777.069
642,6003.2725
643,5282.778
644,4998.0615
645,3448.2053
646,7399.867
647,16627.502
648,4350.3467
649,4314.7
650,8972.817
651,6623.0283
652,6372.149
653,7424.6206
654,5972.708
655,4742.931
656,4471.1313
657,8922.844
658,5604.2383
659,6771.328
660,6610.4097
661,4666.023
662,7074.803
663,5253.034
664,3605.882
665,8070.053
666,7948.927
667,4329.5947
668,6839.3726
669,6618.363
670,4490.685
671,8481.485
672,5684.6772
673,8055.0464
674,4402.7505
675,4794.2314
676,5828.4277
677,0.0
678,7152.315
679,3985.0842
680,6265.0815
681,4794.5337
682,5535.1084
683,5191.156
684,6547.43
685,6620.7363
686,7105.09
687,5571.9404
688,7562.702
689,6281.3843
690,8024.349
691,8730.97
692,6381.061
693,3125.1392
694,5580.2246
695,7299.804
696,4602.0073
697,10434.297
698,5689.381
699,8279.655
700,10606.269
701,5991.0435
702,4469.337
703,9889.469
704,9461.716
705,5447.562
706,8656.263
707,9471.082
708,5316.0425
709,5037.5415
710,6703.8174
711,5712.3765
712,5605.6367
713,6880.2676
714,4831.3247
715,5872.899
716,6703.469
717,6536.441
718,7800.783
719,5668.919
720,6464.515
721,3748.436
722,7408.255
723,6737.193
724,5843.155
725,6475.88
726,6933.43
727,8550.697
728,5558.346
729,5156.284
730,5644.394
731,6168.2905
732,7171.785
733,4306.601
734,4240.893
735,7348.1924
736,6269.579
737,5714.1157
738,7441.825
739,5950.2524
740,6685.913
741,4421.2324
742,4174.691
743,6192.649
744,6132.925
745,6513.914
746,8782.45
747,8401.946
748,4738.0176
749,8149.462
750,3316.3145
751,3388.8367
752,6382.115
753,11069.815
754,7518.3853
755,6922.138
756,4477.158
757,6973.455
758,9430.497
759,5668.8486
760,7682.957
761,6383.179
762,4527.478
763,5486.755
764,4802.481
765,5895.745
766,4555.598
767,4850.588
768,4057.127
769,7151.3174
770,7478.296
771,4898.2554
772,6286.242
773,6033.529
774,5135.3696
775,5000.372
776,7980.8984
777,7481.808
778,5800.516
779,4128.1357
780,12690.267
781,5844.0767
782,5494.017
783,8509.101
784,8258.142
785,6978.113
786,5647.386
787,7213.474
788,9384.424
789,11997.858
790,4711.938
791,4810.8354
792,4530.7676
793,6564.2993
794,5308.1714
795,7550.9966
796,8536.358
797,5625.4805
798,3940.0972
799,6140.3438
800,7721.4385
801,4962.191
802,6885.5205
803,3984.506
804,6991.6157
805,7662.1533
806,7505.1816
807,8723.675
808,6179.6416
809,3464.3787
810,5853.9805
811,7201.754
812,7814.266
813,7247.1343
814,6617.284
815,6151.2314
816,4282.0576
817,8988.274
818,4334.472
819,10357.577
820,5597.686
821,3919.8882
822,6643.4326
823,5886.95
824,6906.466
825,6905.5747
826,3502.7751
827,4486.937
828,6607.048
829,8348.478
830,9360.467
831,4644.7363
832,5850.892
833,8028.2505
834,5847.5073
835,5045.003
836,9293.264
837,7775.5635
838,10451.362
839,3833.6753
840,5230.0234
841,0.0
842,7592.656
843,5260.308
844,9370.465
845,6445.622
846,4677.7197
847,5036.333
848,4372.5483
849,4927.8667
850,6223.5796
851,4864.347
852,5599.905
853,9165.686
854,6331.0166
855,18725.436
856,5568.5127
857,4288.6978
858,6978.6943
859,8431.323
860,5765.9023
861,6292.3726
862,5216.0117
863,7970.8086
864,7857.097
865,4613.382
866,5615.2085
867,6465.463
868,7625.7925
869,6191.194
870,7883.101
871,5264.318
872,4428.663
873,5447.403
874,8815.976
875,10836.414
876,9217.738
877,7130.047
878,5000.384
879,5468.6343
880,4243.5405
881,7923.8555
882,9555.547
883,8832.006
884,5532.671
885,5048.948
886,4769.1543
887,5049.432
888,9769.151
889,6469.5273
890,4931.9385
891,4945.167
892,6931.576
893,3790.4026
894,6727.5117
895,3885.4966
896,6048.7373
897,6911.0757
898,5286.8354
899,6573.8027
900,5806.3267
901,4347.341
902,6362.036
903,6517.2056
904,9494.239
905,5824.288
906,7924.3643
907,6979.4536
908,9130.236
909,6551.9023
910,8646.053
911,4478.72
912,4773.665
913,5997.725
914,5504.507
915,8653.308
916,7586.874
917,5429.286
918,7045.4165
919,6331.4897
920,8527.454
921,3874.6526
922,11638.041
923,4795.8003
924,5967.6704
925,7737.071
926,5359.917
927,5951.533
928,6402.4204
929,6856.618
930,4683.1553
931,4656.4385
932,7423.077
933,7101.262
934,6491.7446
935,4286.463
936,6876.7866
937,10003.546
938,6141.9224
939,4601.832
940,6182.9604
941,5508.083
942,6774.072
943,6625.308
944,3769.5188
945,7387.7476
946,5731.405
947,7053.7104
948,6583.262
949,4471.005
950,6259.206
951,4828.253
952,6879.4453
953,8678.292
954,4831.432
955,5197.4346
956,5683.9453
957,5343.6123
958,5404.178
959,7752.578
960,6186.789
961,7052.836
962,5510.492
963,4542.18
964,6281.085
965,7628.5586
966,7793.308
967,7637.5264
968,7895.1523
969,5298.91
970,8284.983
971,5698.064
972,7298.6313
973,8680.925
974,6610.6055
975,9632.394
976,7424.5537
977,7081.7466
978,5209.679
979,6512.611
980,7388.6465
981,6263.975
982,4031.0574
983,5376.8296
984,7695.7734
985,6927.0757
986,4798.193
987,8408.988
988,6563.1177
989,5479.0454
990,5406.2134
991,5374.5396
992,6916.7793
993,6801.51
994,6617.51
995,5198.8555
996,4844.9277
997,6113.1094
998,3564.7148
999,6164.41
1000,4537.2275
1001,8500.812
1002,7057.644
1003,6024.2305
1004,7840.9937
1005,5226.8887
1006,4346.772
1007,9585.056
1008,6977.392
1009,7545.4023
1010,7321.526
1011,4841.7544
1012,5552.983
1013,5352.453
1014,7293.1357
1015,10480.181
1016,5652.591
1017,2823.4153
1018,4913.057
1019,7381.941
1020,8624.174
1021,5616.6416
1022,6708.1104
1023,4520.3354
1024,5238.2847
1025,3176.1333
1026,4811.316
1027,5704.425
1028,6067.244
1029,7164.68
1030,5841.3813
1031,7373.183
1032,8621.502
1033,7159.561
1034,4391.69
1035,8820.359
1036,10114.039
1037,5808.6763
1038,7641.168
1039,4719.236
1040,6138.677
1041,4230.5483
1042,6564.2344
1043,4772.4863
1044,8356.347
1045,6881.5337
1046,8280.934
1047,7920.97
1048,4925.014
1049,7790.66
1050,17769.422
1051,9913.204
1052,5702.1396
1053,2784.278
1054,5919.822
1055,9496.782
1056,5490.5483
1057,10355.869
1058,18102.549
1059,3334.4382
1060,5148.8457
1061,7836.8667
1062,4677.5635
1063,8976.322
1064,6391.342
1065,6711.185
1066,3514.4475
1067,6818.374
1068,6129.4287
1069,7038.197
1070,8428.107
1071,5771.452
1072,5313.594
1073,6372.569
1074,5188.0386
1075,4459.453
1076,7306.597
1077,5462.2515
1078,5816.778
1079,6831.8853
1080,6038.1777
1081,5121.756
1082,7179.397
1083,6788.072
1084,7961.6025
1085,5861.3765
1086,6467.001
1087,5266.886
1088,3428.9634
1089,5988.197
1090,7029.34
1091,4948.456
1092,4479.3853
1093,8971.791
1094,6748.4463
1095,8164.598
1096,6538.648
1097,5450.5786
1098,5107.2637
1099,4351.3267
1100,9450.254
1101,4890.447
1102,7469.657
1103,13396.668
1104,6723.883
1105,6265.334
1106,4714.879
1107,4413.9434
1108,6917.098
1109,3872.2473
1110,6207.095
1111,9505.012
1112,5214.8706
1113,13815.487
1114,12462.323
1115,4759.4565
1116,6898.597
1117,5114.364
1118,6318.073
1119,5188.851
1120,10413.648
1121,7082.2144
1122,7829.9814
1123,4414.997
1124,6873.6924
1125,4400.3516
1126,8317.963
1127,6540.8237
1128,6257.291
1129,6162.714
1130,4999.1895
1131,7680.5107
1132,8618.322
1133,5125.1104
1134,9829.464
1135,6655.0176
1136,8882.603
1137,4583.703
1138,5324.865
1139,4620.784
1140,9115.904
1141,6150.7876
1142,7070.8164
1143,6500.5874
1144,8239.715
1145,4294.049
1146,7664.4033
1147,6035.3086
1148,3690.3616
1149,12924.075
1150,15879.702
1151,6619.783
